aaa
13085.69947,270,
13085.69947,239,
13085.69561,296,
13085.69155,306,
13085.69155,297,
13085.68775,304,
13085.68377,367,
13085.68377,331,
13085.67978,312,
13085.67595,322,
13085.67595,301,
13085.67191,303,
13085.66802,265,
13085.66802,329,
13085.664,287,
13085.66012,251,
13085.66012,301,
13085.65616,296,
13085.65239,313,
13085.65239,369,
13085.64833,305,
13085.64439,314,
13085.64439,400,
13085.64035,350,
13085.63642,319,
13085.63642,294,
13085.63242,301,
13085.62855,388,
13085.62855,367,
13085.6247,362,
13085.62066,337,
13085.62066,407,
13085.61668,438,
13085.61263,455,
13085.61263,430,
13085.60884,426,
13085.60483,430,
13085.60483,435,
13085.60106,421,
13085.59714,429,
13085.59714,371,
13085.59323,392,
13085.58922,374,
13085.58922,350,
13085.58531,325,
13085.5812,299,
13085.5812,315,
13085.57735,343,
13085.57336,262,
13085.57336,299,
13085.56924,309,
13085.56531,284,
13085.56531,275,
13085.5612,272,
13085.55729,211,
13085.55729,295,
13085.55318,293,
13085.55318,329,
13085.54908,284,
13085.5449,287,
13085.5449,278,
13085.54095,244,
13085.53664,317,
13085.53664,269,
13085.53257,290,
13085.52841,266,
13085.52841,306,
13085.52439,244,
13085.52016,231,
13085.52016,234,
13085.51612,287,
13085.51195,255,
13085.51195,259,
13085.508,243,
13085.5037,240,
13085.5037,244,
13085.49969,241,
13085.49559,211,
13085.49559,249,
13085.4915,218,
13085.48736,213,
13085.48736,199,
13085.48311,214,
13085.47907,288,
13085.47907,223,
13085.47489,232,
13085.47087,229,
13085.47087,202,
13085.46663,219,
13085.46261,184,
13085.46261,176,
13085.45823,159,
13085.45424,145,
13085.45424,202,
13085.45002,182,
13085.44603,151,
13085.44603,197,
13085.44175,138,
13085.43763,182,
13085.43763,175,
13085.43349,166,
13085.42943,172,
13085.42943,150,
13085.42511,145,
13085.42104,143,
13085.42104,130,
13085.41674,144,
13085.41254,127,
13085.41254,133,
13085.4085,154,
13085.40427,119,
13085.40427,114,
13085.40038,101,
13085.3991,132,
13085.3991,132,
13085.39822,108,
13085.39747,124,
13085.39747,117,
13085.39681,106,
13085.39681,79,
13085.39624,93,
13085.39577,129,
13085.39577,120,
13085.39529,117,
13085.39483,113,
13085.39483,87,
13085.39445,95,
13085.39411,129,
13085.39411,107,
13085.39378,109,
13085.39344,122,
13085.39344,126,
13085.39311,113,
13085.39278,104,
13085.39278,154,
13085.39252,100,
13085.39224,164,
13085.39224,154,
13085.39199,135,
13085.39174,161,
13085.39174,114,
13085.39152,112,
13085.39127,104,
13085.39127,144,
13085.39104,100,
13085.39081,93,
13085.39081,110,
13085.39059,104,
13085.39038,95,
13085.39038,103,
13085.39019,93,
13085.38997,97,
13085.38997,98,
13085.38982,88,
13085.38962,83,
13085.38962,89,
13085.38944,72,
