x0000,y0000
13085.94839,3580,
13085.9529,3290,
13085.9529,3806,
13085.95741,3326,
13085.96216,4558,
13085.96216,4090,
13085.96668,4135,
13085.97152,3607,
13085.97152,3156,
13085.37864,4995,
13085.38046,6544,
13085.38046,7017,
13085.38156,5959,
13085.38186,6285,
13085.38186,6390,
13085.3793,6619,
13085.37657,6716,
13085.37657,6467,
13085.37379,6528,
13085.96139,5681,
13085.96139,4235,
13085.94721,3195,
13085.94401,3800,
13085.94401,3509,
13085.94116,5306,
13085.93811,4240,
13085.93811,4265,
13085.93497,3461,
13085.93497,3603,
13085.932,4254,
13085.92876,4436,
13085.92876,4073,
13085.92567,4393,
13085.9227,4211,
13085.9227,4805,
13085.91955,3951,
13085.91643,4172,
13085.91643,4685,
13085.91318,3848,
13085.91008,4437,
13085.91008,5023,
13085.90685,5563,
13085.9034,5563,
13085.9034,3992,
13085.9001,4893,
13085.8967,4991,
13085.8967,6089,
13085.8935,6594,
13085.8901,6420,
13085.8901,5574,
13085.88694,6533,
13085.88374,6595,
13085.88374,6399,
13085.8803,5988,
13085.87704,5919,
13085.87704,6742,
13085.87359,7306,
13085.87025,7222,
13085.87025,6050,
13085.86688,6346,
13085.86335,6450,
13085.86335,6236,
13085.85996,6890,
13085.85648,6129,
13085.85648,6529,
13085.85315,6869,
13085.84985,7018,
13085.84985,6934,
13085.84623,7361,
13085.8428,7404,
13085.8428,6928,
13085.83923,6792,
13085.83586,6265,
13085.83586,6950,
13085.83249,6778,
13085.82887,7362,
13085.82887,7633,
13085.82548,7434,
13085.82183,7902,
13085.82183,8744,
13085.81838,8957,
13085.81488,8821,
13085.81488,8586,
13085.81124,8712,
13085.80779,8917,
13085.80779,8639,
13085.80412,8786,
13085.80056,8479,
13085.80056,9598,
13085.79699,9452,
13085.79325,9224,
13085.79325,9558,
13085.78964,9036,
13085.78964,10412,
13085.78599,10225,
13085.78238,9942,
13085.78238,10220,
13085.77879,8818,
13085.77503,10522,
13085.77503,10994,
13085.77141,10606,
13085.76768,10612,
13085.76768,9862,
13085.76411,10970,
13085.76035,10417,
13085.76035,10044,
13085.75671,10360,
13085.75306,10037,
13085.75306,8782,
13085.74932,9962,
13085.74569,9917,
13085.74569,10512,
13085.74191,9923,
13085.73829,10835,
13085.73829,10757,
13085.73475,10865,
13085.73096,10950,
13085.73096,10854,
13085.72732,9919,
13085.72344,10794,
13085.72344,10464,
13085.71984,10906,
13085.71596,10805,
13085.71596,10164,
13085.71227,10951,
13085.70868,10625,
13085.70868,10813,
13085.70468,11183,
13085.70106,10077,
13085.70106,11327,
13085.69718,10997,
13085.69363,10479,
13085.69363,10700,
13085.68975,10905,
13085.6859,10071,
13085.6859,10613,
13085.68233,11095,
13085.67841,10786,
13085.67841,10659,
13085.6747,9571,
13085.67093,10646,
13085.67093,10639,
13085.66692,10451,
13085.6631,10960,
13085.6631,9738,
13085.65916,10968,
13085.65533,10999,
13085.65533,10607,
13085.6516,10990,
13085.64754,10168,
13085.64754,8855,
13085.64385,7810,
13085.64385,10846,
13085.63996,10657,
13085.63619,10135,
13085.63619,11320,
13085.63242,11194,
13085.62843,11404,
13085.62843,10008,
13085.62467,11183,
13085.62082,10853,
13085.62082,11053,
13085.617,10836,
13085.61309,10954,
13085.61309,9694,
13085.60908,10693,
13085.60536,10548,
13085.60536,10409,
13085.60138,10145,
13085.59764,9074,
13085.59764,10526,
13085.59375,10606,
13085.59003,10542,
13085.59003,10028,
13085.58613,9116,
13085.58209,9660,
13085.58209,9758,
13085.5783,9853,
13085.57427,9576,
13085.57427,9636,
13085.57047,8499,
13085.56669,10142,
13085.56669,10427,
13085.56265,10521,
13085.55888,10486,
13085.55888,9118,
13085.55477,10788,
13085.55093,10549,
13085.55093,10231,
13085.54696,10505,
13085.54302,9114,
13085.54302,10308,
13085.53916,10579,
13085.53521,10668,
13085.53521,10410,
13085.53138,9328,
13085.52752,10480,
13085.52752,10113,
13085.52349,10114,
13085.51957,9957,
13085.51957,8640,
13085.51548,9433,
13085.51154,9342,
13085.51154,9589,
13085.50765,9836,
13085.50351,8269,
13085.50351,9013,
13085.49962,9046,
13085.49552,9014,
13085.49552,8640,
13085.49154,7674,
13085.48768,8879,
13085.48768,8226,
13085.48373,7904,
13085.48373,8376,
13085.47985,8209,
13085.47584,9211,
13085.47584,8454,
13085.47191,8633,
13085.46807,8988,
13085.46807,8945,
13085.46402,8095,
13085.46019,8758,
13085.46019,8882,
13085.45598,8937,
13085.45208,8749,
13085.45208,7716,
13085.44817,8355,
13085.44409,8535,
13085.44409,8840,
13085.44032,8790,
13085.43624,8183,
13085.43624,8937,
13085.43228,8933,
13085.42817,8760,
