aaa
13085.65719,342,
13085.65419,212,
13085.65119,193,
13085.65119,238,
13085.64799,202,
13085.6446,202,
13085.6446,254,
13085.64114,159,
13085.63777,143,
13085.63777,188,
13085.63418,238,
13085.63071,314,
13085.63071,189,
13085.62706,226,
13085.62341,202,
13085.62341,170,
13085.61964,231,
13085.61589,279,
13085.61589,243,
13085.61214,157,
13085.60833,232,
13085.60833,176,
13085.60455,237,
13085.60092,258,
13085.60092,306,
13085.59714,336,
13085.5933,293,
13085.5933,335,
13085.58953,262,
13085.58566,305,
13085.58566,277,
13085.58174,308,
13085.57795,400,
13085.57795,372,
13085.57408,285,
13085.57021,286,
13085.57021,268,
13085.5663,286,
13085.5663,241,
13085.56269,244,
13085.55886,161,
13085.55886,150,
13085.55495,105,
13085.55091,156,
13085.55091,138,
13085.54685,137,
13085.54282,155,
13085.54282,197,
13085.53869,159,
13085.53451,164,
13085.53451,137,
13085.53049,148,
13085.52628,120,
13085.52628,130,
13085.52196,202,
13085.51762,153,
13085.51762,144,
13085.51329,130,
13085.50893,124,
13085.50893,176,
13085.50459,146,
13085.50027,164,
13085.50027,188,
13085.49593,160,
13085.49171,166,
13085.49171,164,
13085.4872,136,
13085.48259,138,
13085.48259,125,
13085.47817,164,
13085.47365,135,
13085.47365,128,
13085.46914,105,
13085.46473,166,
13085.46473,112,
13085.46025,88,
13085.45603,110,
13085.45603,130,
13085.45162,130,
13085.44713,123,
13085.44713,120,
13085.44267,124,
13085.43824,139,
13085.43824,153,
13085.43384,115,
13085.42939,131,
13085.42939,138,
13085.42486,99,
13085.42032,96,
13085.42032,116,
13085.41613,117,
13085.41169,90,
13085.41169,100,
13085.40726,115,
13085.40285,90,
13085.40285,117,
13085.39853,136,
13085.39401,88,
13085.39401,72,
13085.38958,94,
13085.38511,103,
13085.38511,87,
13085.38087,96,
13085.38087,92,
