idx,Counts,Wavelength,Wavelengthstd,Wavenumber,Wavenumberstd,Frequency,Frequencystd,Power,Powerstd,MotorPosition,scan No.
0,26.0,911.751363230463,0.6338898106222892,10967.907749754813,7.639537391540855,328.8096023416244,0.22902756925930942,0.0,0.0,-0.177251,0.0
0,24.0,911.9633710272537,0.0003482460189062948,10965.352685971651,0.004187273175492156,328.7330034564343,0.00012553129175821046,0.0,0.0,-0.17548999371069182,0.0
0,36.0,911.9601310723987,0.00047813094188700053,10965.391642991537,0.005749036942370463,328.7341713585091,0.00017235179160906617,0.0,0.0,-0.17372898742138365,0.0
0,36.0,911.9505066361464,0.0013361509418200056,10965.50736827575,0.01606617544059852,328.7376407152498,0.00048165182260990986,0.0,0.0,-0.17196798113207545,0.0
0,36.0,911.9449791380332,7.139135762999186e-05,10965.573832592427,0.0008584369134355769,328.73963326533635,2.5735291232983252e-05,0.0,0.0,-0.17020697484276728,0.0
0,54.0,911.938049309987,0.001718510378545516,10965.657160156832,0.020664243350335683,328.7421313628716,0.0006194984306709961,0.0,0.0,-0.1684459685534591,0.0
0,34.0,911.915052733156,0.00484429098169928,10965.933691203569,0.05825295947252869,328.7504215550931,0.0017463797906065053,0.0,0.0,-0.16668496226415094,0.0
0,42.0,911.9106671460764,0.00037353780718516,10965.986428580518,0.004491897128664897,328.7520025818794,0.0001346636881241013,0.0,0.0,-0.16492395597484277,0.0
0,32.0,911.9072526575792,0.0003215283825716091,10966.027488933942,0.003866499017451523,328.7532335403074,0.00011591472443065106,0.0,0.0,-0.16316294968553458,0.0
0,52.0,911.8958840290386,0.0038443937274890427,10966.164202863412,0.04623094168634097,328.75733212080337,0.0013859687643842753,0.0,0.0,-0.1614019433962264,0.0
0,32.0,911.8820933979908,0.0027276061664761654,10966.330046931818,0.03280204360812661,328.76230400089446,0.0009833805280663075,0.0,0.0,-0.15964093710691823,0.0
0,26.0,911.8805253394536,0.0005251731371808539,10966.348904403621,0.00631577068740873,328.7628693336769,0.00018934204185898568,0.0,0.0,-0.15787993081761006,0.0
0,22.0,911.8798749326863,0.0004742026963107113,10966.356726252887,0.005702806823781443,328.76310382681856,0.0001709658475162473,0.0,0.0,-0.1561189245283019,0.0
0,38.0,911.8798872823467,0.0004860786488595313,10966.35657773481,0.005845630404953799,328.76309937435866,0.00017524759077393003,0.0,0.0,-0.1543579182389937,0.0
0,34.0,911.8801485235639,0.0007650665531787347,10966.353436027926,0.009200763228579776,328.7630051883557,0.0002758319423896905,0.0,0.0,-0.15259691194968553,0.0
0,22.0,911.8799168104364,0.00027137767346223227,10966.356222624987,0.003263613018057655,328.763088728434,9.784065687337507e-05,0.0,0.0,-0.15083590566037736,0.0
0,34.0,911.878836473441,0.0004426857626780298,10966.36921487936,0.005323797115653421,328.7634782264214,0.00015960342231682647,0.0,0.0,-0.14907489937106919,0.0
0,40.0,911.8634264850028,0.0025784592901020864,10966.554540549309,0.03100980052433739,328.7690341502337,0.0009296504321230245,0.0,0.0,-0.147313893081761,0.0
0,42.0,911.8532119214527,0.0007703281237786152,10966.677387619424,0.009264578528831328,328.77271701274447,0.0002777450769476127,0.0,0.0,-0.14555288679245282,0.0
0,38.0,911.8310331045637,0.002601954084426618,10966.944134412548,0.03129469545594466,328.78071388042196,0.000938191367315847,0.0,0.0,-0.14379188050314465,0.0
0,24.0,911.8220371813534,0.0014938197320702837,10967.0523328643,0.017967029463553854,328.78395758840225,0.0005386379925930846,0.0,0.0,-0.14203087421383648,0.0
