idx,Counts,Wavelength,Wavelengthstd,Wavenumber,Wavenumberstd,Frequency,Frequencystd,Power,Powerstd,MotorPosition,scan No.
0,24.0,910.6017204844629,0.001023232443025843,10981.749512500788,0.012340072464908074,329.22456794929127,0.00036994606561073035,0.0,0.0,-0.052,0.0
0,22.0,910.6033692094919,0.0009939330053619234,10981.729629106316,0.011986654631197989,329.223971860121,0.0003593508655102921,0.0,0.0,-0.05142803225806451,0.0
0,36.0,910.6029894131376,0.0012458148935317668,10981.734209398417,0.01502433719014077,329.22410917382376,0.0004504182976010082,0.0,0.0,-0.05085606451612903,0.0
0,26.0,910.6025082938868,0.0017024592244804422,10981.740011644646,0.020531443778736443,329.22428312078966,0.0006155171996734001,0.0,0.0,-0.05028409677419354,0.0
0,36.0,910.6017284939396,0.0012564851098028449,10981.74941591448,0.01515307065106926,329.22456505370667,0.0004542776296797156,0.0,0.0,-0.049712129032258065,0.0
0,34.0,910.5983062709334,0.001117764803710506,10981.79068767094,0.013480206644467379,329.2258023498381,0.00040412642842562705,0.0,0.0,-0.04914016129032258,0.0
0,44.0,910.5965135015462,0.0009550580825601065,10981.812308458857,0.011518014242513166,329.22645052475343,0.0003453013800993773,0.0,0.0,-0.048568193548387095,0.0
0,30.0,910.5941353552292,0.0008738763123212246,10981.840989024311,0.01053903028737401,329.227310346475,0.00031595217947068906,0.0,0.0,-0.04799622580645161,0.0
0,18.0,910.5927122078243,0.0007156392353949135,10981.858152323844,0.008630700755996106,329.2278248892504,0.0002587418993912156,0.0,0.0,-0.047424258064516125,0.0
0,32.0,910.590639632144,0.00041624178399900225,10981.88314788942,0.005019950318596311,329.2285742374547,0.0001504943245052442,0.0,0.0,-0.04685229032258064,0.0
0,16.0,910.589559429156,0.0004177385761297701,10981.896175342768,0.0050380124059379566,329.22896479068066,0.00015103581225210734,0.0,0.0,-0.046280322580645156,0.0
0,34.0,910.5878743629185,0.00036428571029822003,10981.916497623006,0.004393376689075439,329.2295740373152,0.00013171011964540225,0.0,0.0,-0.04570835483870968,0.0
0,6.0,910.5862162273179,0.00043533808114488916,10981.936495188387,0.005250303520365113,329.23017354924315,0.00015740013976288828,0.0,0.0,-0.04513638709677419,0.0
0,20.0,910.5846626559417,0.0005921868797878926,10981.955231748356,0.007141970174593307,329.2307352571799,0.00021411087935905134,0.0,0.0,-0.04456441935483871,0.0
0,26.0,910.5832975342968,0.0007264390316523637,10981.971695598468,0.008761131167869479,329.23122883098927,0.00026265210476116984,0.0,0.0,-0.04399245161290322,0.0
0,20.0,910.5803881161886,0.0004329593612791356,10982.00678436562,0.00522168221706446,329.2322807657645,0.0001565420946799512,0.0,0.0,-0.04342048387096774,0.0
0,16.0,910.5770859709685,0.0005163409424167805,10982.0466098595,0.006227342714319628,329.2334747040346,0.00018669103790599893,0.0,0.0,-0.04284851612903225,0.0
0,18.0,910.573743683548,0.0005862535066560817,10982.08691978214,0.007070584690410539,329.23468316511355,0.0002119707963904509,0.0,0.0,-0.04227654838709677,0.0
0,16.0,910.570331138226,0.0012449971795185162,10982.128077376026,0.015015551617506787,329.2359170387373,0.0004501549127700781,0.0,0.0,-0.04170458064516129,0.0
0,18.0,910.5664885434547,0.001146521737394794,10982.17442200392,0.013827990873041896,329.2373064157284,0.0004145527372998465,0.0,0.0,-0.041132612903225806,0.0
0,14.0,910.5625423619895,0.0009533034610563563,10982.222016371408,0.011497718054043699,329.23873325897,0.0003446929156772908,0.0,0.0,-0.04056064516129032,0.0
