idx,Counts,Wavelength,Wavelengthstd,Wavenumber,Wavenumberstd,Frequency,Frequencystd,Power,Powerstd,MotorPosition,scan No.
0,16.0,910.5996592933941,0.0018617110319948211,10981.774370310644,0.022452091026812577,329.225313167683,0.0006730967556162443,0.0,0.0,-0.052,0.0
0,32.0,910.6026755926187,0.0012812849436798805,10981.737994028863,0.015452123066882062,329.22422263419014,0.0004632429955537366,0.0,0.0,-0.05142803225806451,0.0
0,14.0,910.6024532680865,0.0013047245106702706,10981.74067523237,0.01573479701351613,329.2243030146491,0.00047171734728719637,0.0,0.0,-0.05085606451612903,0.0
0,38.0,910.6038735887453,0.0015390059467198726,10981.723546395599,0.01856014398829586,329.22378950504134,0.0005564191187055128,0.0,0.0,-0.05028409677419354,0.0
0,26.0,910.6012661771525,0.001383774764315258,10981.754991407674,0.016688187439277396,329.22473220278755,0.000500299273197885,0.0,0.0,-0.049712129032258065,0.0
0,22.0,910.596911304581,0.0009858210442834925,10981.807510949122,0.01188901258275434,329.22630669903,0.0003564236305342167,0.0,0.0,-0.04914016129032258,0.0
0,28.0,910.5945713558058,0.0009286621130976467,10981.835730824932,0.011199734846005907,329.2271527096233,0.00033575960384478904,0.0,0.0,-0.048568193548387095,0.0
0,28.0,910.593091001598,0.000828996055429974,10981.853584029375,0.009997777240969194,329.2276879352276,0.00029972582135135605,0.0,0.0,-0.04799622580645161,0.0
0,34.0,910.5914678348734,0.000364410312761494,10981.873159627496,0.004394844642506639,329.2282714332898,0.00013154861351129246,0.0,0.0,-0.047424258064516125,0.0
0,20.0,910.589728645846,0.0002914905745760395,10981.894134554099,0.0035154342452369974,329.2289036093756,0.00010539006733471629,0.0,0.0,-0.04685229032258064,0.0
0,28.0,910.588593797272,0.0002715538482895679,10981.907821071642,0.00327500167761825,329.2293139208491,9.818208028999534e-05,0.0,0.0,-0.046280322580645156,0.0
0,38.0,910.5871296731664,0.0003378231409239068,10981.925478773941,0.004074237618337444,329.22984328544663,0.00012214257101011094,0.0,0.0,-0.04570835483870968,0.0
0,16.0,910.5854030128282,0.00041487008426928666,10981.946302801864,0.00500346386595649,329.23046757409827,0.00015000007309138252,0.0,0.0,-0.04513638709677419,0.0
0,14.0,910.5842112951539,0.00036579805108234915,10981.960675310067,0.004411652015560285,329.2308984510545,0.0001322580001640815,0.0,0.0,-0.04456441935483871,0.0
0,24.0,910.5823929573675,0.0005955424285560858,10981.982605139685,0.007182478852649007,329.2315558908069,0.0002153252989840703,0.0,0.0,-0.04399245161290322,0.0
0,14.0,910.5799690859336,0.0006622787468277787,10982.011838063578,0.007987388670657139,329.2324322718178,0.000239455888262756,0.0,0.0,-0.04342048387096774,0.0
0,22.0,910.5766299727713,0.0006335116915621093,10982.052109446153,0.007640492803606484,329.23363957749467,0.00022905621179053134,0.0,0.0,-0.04284851612903225,0.0
0,20.0,910.5733127899068,0.0009506463227604857,10982.092116637908,0.011465407575744026,329.2348389629301,0.00034372427191071167,0.0,0.0,-0.04227654838709677,0.0
0,24.0,910.5693665726847,0.0009821248322820755,10982.13971072944,0.0118451495452057,329.23626579789874,0.0003551086497484935,0.0,0.0,-0.04170458064516129,0.0
0,16.0,910.5652584216105,0.0006567050543072037,10982.189258284876,0.007920415459666656,329.23775119624196,0.0002374480819066777,0.0,0.0,-0.041132612903225806,0.0
0,12.0,910.5614025724632,0.0006540787421554414,10982.235763292583,0.00788881558006978,329.23914538129895,0.00023650074134792345,0.0,0.0,-0.04056064516129032,0.0
0,18.0,910.5581932622987,0.0008449607757914013,10982.274470762988,0.010191106491217905,329.2403058020685,0.0003055216864804633,0.0,0.0,-0.039988677419354836,0.0
0,12.0,910.5542112854721,0.0012721025794379683,10982.322497747882,0.015343003300340203,329.24174561485364,0.0004599716672460204,0.0,0.0,-0.03941670967741935,0.0
0,26.0,910.5492746864116,0.0006180313892766213,10982.382039070379,0.0074542427008760515,329.2435306187961,0.00022347257418928656,0.0,0.0,-0.038844741935483866,0.0
0,18.0,910.5458798236544,0.0008143507857696045,10982.42298558827,0.009822173915040077,329.24475816452065,0.0002944613660916891,0.0,0.0,-0.03827277419354838,0.0
0,16.0,910.5431606494265,0.0009564209924629965,10982.455782632791,0.01153581842298025,329.24574139517983,0.000345835135998003,0.0,0.0,-0.0377008064516129,0.0
0,12.0,910.5397795172687,0.0006816138910728708,10982.496564078945,0.00822130550611313,329.2469639921781,0.00024646853856722577,0.0,0.0,-0.03712883870967742,0.0
0,18.0,910.5375294250255,0.0006894487414084004,10982.523703685674,0.008315841698583218,329.2477776171192,0.0002493026623245098,0.0,0.0,-0.03655687096774193,0.0
0,52.0,910.534575178868,0.000588900083630156,10982.559336683898,0.007103110277614685,329.2488458675315,0.00021294588895950326,0.0,0.0,-0.03598490322580645,0.0
0,20.0,910.5321934138867,0.0006310128441747754,10982.58806480141,0.007611101836455721,329.2497071148278,0.0002281750927721823,0.0,0.0,-0.035412935483870964,0.0
0,30.0,910.5308023980497,0.000518915438864779,10982.604842874527,0.0062590273801413155,329.25021010880585,0.00018764092029176514,0.0,0.0,-0.03484096774193548,0.0
0,18.0,910.5302879974768,0.0009113933580690336,10982.611047462193,0.010993028624859881,329.2503961176645,0.0003295627072371522,0.0,0.0,-0.034268999999999994,0.0
0,28.0,910.5306084845521,0.0005132083756796435,10982.607181813193,0.006190200512882336,329.250280228423,0.0001855775427191992,0.0,0.0,-0.033697032258064516,0.0
0,24.0,910.5298070455034,0.0007126478565007012,10982.616848595248,0.008595809633026532,329.2505700312583,0.0002576958898416811,0.0,0.0,-0.033125064516129024,0.0
0,10.0,910.5301797535082,0.0007807439184117498,10982.612353073764,0.009417172925123209,329.25043525891476,0.00028231974186491217,0.0,0.0,-0.032553096774193546,0.0
0,22.0,910.5300006779855,0.00041656959582082344,10982.614513037506,0.0050245728984448495,329.2505000129987,0.00015063290596714315,0.0,0.0,-0.03198112903225806,0.0
0,20.0,910.5291593453661,0.0007312217593100614,10982.624661022443,0.008819857385628061,329.2508042419334,0.00026441267248302847,0.0,0.0,-0.031409161290322576,0.0
0,22.0,910.5284036294266,0.0009776941475395772,10982.633776333465,0.011792773602327323,329.25107751208316,0.0003535384584815244,0.0,0.0,-0.03083719354838709,0.0
0,10.0,910.5298498283125,0.0003659235010790973,10982.616332553172,0.0044136911880536655,329.25055456070606,0.0001323191330117753,0.0,0.0,-0.03026522580645161,0.0
0,24.0,910.529726463165,0.00067830194790879,10982.617820561723,0.008181539752821699,329.2505991700802,0.00024527639127290985,0.0,0.0,-0.029693258064516125,0.0
0,12.0,910.5293512742267,0.0008733038926427617,10982.622346017568,0.010533609305726712,329.2507348398333,0.00031578966253469304,0.0,0.0,-0.02912129032258064,0.0
0,26.0,910.5286014500036,0.001021290129908721,10982.631390258064,0.012318632528150134,329.25100597934215,0.0003693033124880589,0.0,0.0,-0.02854932258064516,0.0
