x0000,y0000
10990.82383,98,
10990.82732,101,
10990.83377,77,
10990.8354,82,
10990.84013,71,
10990.84422,56,
10990.84788,93,
10990.8527,79,
10990.86059,74,
10990.86271,97,
10990.86502,83,
10990.87092,69,
10990.87622,94,
10990.87873,81,
10990.88537,86,
10990.88915,71,
10990.89098,63,
10990.89586,62,
10990.89935,74,
10990.90428,81,
10990.91015,64,
10990.9138,69,
10990.91616,58,
10990.91953,78,
10990.92378,68,
10990.92623,108,
10990.93155,93,
10990.93195,82,
10990.93517,71,
10990.93862,67,
10990.94099,127,
10990.94407,112,
10990.94581,96,
10990.94809,97,
10990.9505,104,
10990.95276,94,
10990.95683,107,
10990.95727,108,
10990.96011,89,
10990.96191,114,
10990.96489,90,
10990.96698,96,
10990.96955,133,
10990.97242,99,
10990.97361,62,
10990.97477,88,
10990.97694,81,
10990.97843,95,
10990.98111,91,
10990.98322,118,
10990.98606,100,
10990.98753,89,
10990.98976,116,
10990.9919,101,
10990.99374,91,
10990.99698,84,
10990.99901,62,
10991.00153,79,
10991.00415,72,
10991.00735,89,
10991.00761,54,
10991.01113,74,
10991.01328,79,
10991.01676,118,
10991.0198,93,
10991.02185,81,
10991.02497,88,
10991.02765,106,
10991.03041,139,
10991.0337,128,
10991.03665,102,
10991.04097,123,
10991.0423,109,
10991.0463,126,
10991.04814,106,
10991.05263,149,
10991.05543,153,
10991.05795,126,
10991.06121,118,
10991.06406,90,
10991.06753,110,
10991.06984,106,
10991.07402,109,
10991.0764,109,
10991.07926,115,
10991.082,122,
10991.08496,97,
10991.08913,107,
10991.09074,100,
10991.0941,128,
10991.09664,152,
10991.09948,137,
10991.10244,160,
10991.10462,147,
10991.10615,144,
10991.10869,148,
10991.11053,171,
10991.11357,136,
10991.11526,125,
10991.11676,180,
10991.11904,147,
10991.12184,144,
10991.12432,130,
10991.12628,145,
10991.12802,161,
10991.12995,145,
10991.13167,133,
10991.13409,146,
10991.13698,148,
10991.13884,152,
10991.14091,148,
10991.14188,142,
10991.14424,113,
10991.14583,168,
10991.14988,171,
10991.15202,206,
10991.15377,157,
10991.15644,138,
10991.15748,122,
10991.16039,133,
10991.16346,132,
10991.16554,136,
10991.16742,116,
10991.16865,157,
10991.17124,103,
10991.17425,119,
10991.17519,131,
10991.17738,98,
10991.17791,104,
10991.18123,128,
10991.18391,133,
10991.18597,112,
10991.18793,118,
10991.19048,214,
10991.19138,231,
10991.19576,202,
10991.19714,192,
10991.19912,205,
10991.202,140,
####
10991.20185,152,
10991.20374,126,
10991.2076,83,
10991.20829,115,
10991.20989,110,
10991.22011,104,
10991.22238,95,
10991.22421,107,
10991.22677,126,
10991.22993,123,
10991.23282,138,
10991.23452,123,
10991.23913,155,
10991.24228,124,
10991.24301,138,
10991.24567,160,
10991.24856,105,
10991.25064,104,
10991.25288,68,
10991.25582,105,
10991.25976,88,
10991.26237,90,
10991.26643,49,
10991.26774,109,
10991.27156,148,
10991.2748,94,
10991.27746,96,
10991.27936,105,
10991.28291,90,
10991.28753,105,
10991.28885,101,
10991.29189,95,
10991.29391,134,
10991.29729,110,
10991.29963,116,
####
#10991.20337,1,
#10991.2131,1,
#10991.22458,2,
#10991.23197,1,
#10991.23604,9,
#10991.23767,2,
#10991.24132,3,
#10991.24631,7,
#10991.25036,2,
#10991.25221,1,
#10991.25487,9,
#10991.26343,17,
#10991.26804,49,
#10991.27105,10,
#10991.27614,46,
#10991.27967,58,
#10991.28122,60,
#10991.28571,73,
#10991.29,77,
#10991.29208,64,
#10991.29583,79,
#10991.29876,88,
