x0000,y0000
10991.02694,58,
10991.03238,48,
10991.03872,61,
10991.03905,73,
10991.04334,71,
10991.04811,69,
10991.04981,61,
10991.05237,76,
10991.05921,61,
10991.0581,46,
10991.06148,53,
10991.06709,67,
10991.06729,54,
10991.06947,55,
10991.07492,74,
10991.07399,87,
10991.07909,61,
10991.08307,64,
10991.08257,49,
10991.08441,50,
10991.08906,62,
10991.0893,41,
10991.09175,57,
10991.09418,45,
10991.09658,43,
10991.10035,60,
10991.10077,56,
10991.10384,57,
10991.10634,51,
10991.10725,72,
10991.11065,79,
10991.11229,65,
10991.11268,58,
10991.11536,45,
10991.11774,74,
10991.11748,81,
10991.11904,100,
10991.12349,62,
10991.12259,88,
10991.12611,80,
10991.12813,68,
10991.12733,59,
10991.13093,60,
10991.13496,95,
10991.13445,75,
10991.13868,83,
10991.14066,102,
10991.14099,87,
10991.14301,89,
10991.1469,85,
10991.14764,78,
10991.15188,92,
10991.15382,95,
10991.15411,96,
10991.15897,77,
10991.1601,104,
10991.16348,91,
10991.16694,110,
10991.16706,105,
10991.17171,93,
10991.17114,114,
10991.17383,114,
10991.17895,64,
10991.17905,112,
10991.18059,116,
10991.18539,117,
10991.18472,129,
10991.18938,93,
10991.19322,90,
10991.19294,78,
10991.19944,74,
10991.20031,101,
10991.20412,103,
10991.21022,109,
10991.22287,85,
10991.22074,94,
10991.22885,94,
10991.23118,99,
10991.23252,84,
10991.23955,67,
10991.24133,97,
10991.2421,83,
10991.24983,75,
10991.25043,91,
10991.25338,81,
10991.25787,123,
10991.26346,91,
10991.26349,58,
10991.26995,106,
10991.27381,89,
10991.27312,84,
10991.27941,106,
10991.28145,89,
10991.28292,105,
10991.28777,137,
10991.28935,122,
10991.29112,188,
10991.29561,148,
10991.297,139,
10991.29636,171,
10991.30108,179,
10991.30357,215,
10991.30508,215,
10991.30979,215,
10991.31127,220,
10991.31106,215,
10991.31526,195,
10991.31998,186,
10991.31974,200,
10991.32047,230,
10991.32593,199,
10991.32543,209,
10991.33066,189,
10991.33363,252,
10991.33295,241,
10991.33787,202,
10991.34008,241,
10991.34117,241,
10991.3449,200,
10991.3496,186,
10991.35095,228,
10991.35571,208,
10991.36114,199,
10991.35892,208,
10991.3638,253,
10991.36791,221,
10991.36831,249,
10991.37496,276,
10991.37894,208,
10991.38035,283,
10991.38808,332,
10991.3938,330,
10991.39421,313,
10991.39964,305,
10991.4063,349,
10991.40529,347,
10991.41442,305,
10991.42137,356,
10991.42027,394,
10991.43182,358,
10991.4374,342,
10991.44034,301,
10991.44961,415,
10991.45316,452,
10991.45598,519,
10991.46357,465,
10991.46806,383,
10991.46751,400,
10991.47482,320,
10991.48038,356,
10991.48398,299,
10991.48829,329,
10991.48972,316,
10991.49078,282,
10991.49816,346,
10991.49982,417,
10991.50153,329,
10991.50537,317,
10991.50818,358,
10991.50978,399,
10991.51199,377,
10991.51494,305,
10991.51621,506,
10991.5199,435,
10991.52319,520,
10991.52471,417,
10991.52612,328,
10991.52534,405,
10991.53054,358,
10991.53349,323,
10991.53482,259,
10991.53886,248,
10991.53957,212,
10991.54227,262,
10991.54464,304,
10991.54632,216,
10991.54978,201,
10991.55066,352,
10991.5528,178,
10991.55672,210,
10991.55865,222,
10991.56025,258,
10991.56358,176,
10991.56606,120,
10991.56786,165,
10991.56998,117,
10991.57261,140,
10991.57549,205,
10991.57725,163,
10991.58147,219,
10991.583,202,
10991.58614,137,
10991.59004,141,
10991.59298,188,
10991.59654,231,
10991.60002,193,
10991.60019,167,
10991.60485,173,
10991.60694,264,
10991.6097,211,
10991.6119,194,
10991.61445,238,
10991.61697,201,
10991.62099,181,
10991.62035,204,
10991.62522,183,
10991.63162,209,
10991.63211,170,
10991.6376,214,
10991.63987,252,
10991.64228,204,
10991.64538,158,
10991.64954,188,
10991.65365,201,
10991.65663,161,
10991.66161,193,
10991.66348,209,
10991.66703,200,
10991.6686,224,
10991.67233,213,
10991.67722,100,
10991.6802,98,
10991.68302,103,
10991.68556,115,
10991.68749,124,
10991.68996,90,
10991.69189,80,
10991.69685,91,
10991.70459,79,
10991.70739,79,
10991.71111,64,
10991.7159,98,
10991.71867,91,
10991.72085,102,
10991.72487,72,
10991.72619,99,
10991.72943,108,
10991.73061,107,
10991.73484,100,
10991.73707,84,
10991.74101,87,
10991.74327,96,
10991.74519,60,
10991.74829,63,
10991.75059,54,
10991.75312,58,
10991.75597,71,
10991.75981,42,
10991.76214,45,
10991.76558,57,
10991.77018,50,
10991.77293,42,
10991.77559,41,
10991.78001,45,
10991.78256,43,
10991.78676,45,
10991.78967,39,
10991.79491,36,
10991.7971,43,
10991.80181,37,
10991.80514,33,
10991.80756,35,
10991.81225,34,
10991.81652,54,
10991.81899,56,
10991.82387,55,
10991.82751,55,
10991.83042,63,
10991.83643,49,
10991.83982,49,
10991.8461,37,
10991.84967,36,
10991.85415,24,
10991.85971,37,
10991.86176,35,
10991.86631,34,
10991.86877,18,
10991.87316,27,
10991.87833,20,
10991.88041,30,
10991.88551,19,
10991.88627,29,
10991.8839,22,
10991.88559,26,
10991.88526,23,
10991.88463,24,
10991.88578,30,
10991.88443,30,
10991.88391,25,
10991.88638,31,
10991.88619,45,
10991.88536,53,
10991.88343,43,
10991.88343,24,
10991.88451,32,
10991.88356,33,
10991.88425,33,
10991.88421,41,
10991.88396,33,
10991.88426,21,
10991.88466,31,
