50m						16.934701897786	2.7075007725813	19.833626234980482	0.3592909972063402
100						14.728828991763294	2.0401473713979006	25.232172294998154	0.3637420503655046
120						15.743326669675298	3.786198583995906	29.152500477774154	1.031681942919911
150						13.162713191239163	1.7667589787985332	35.78666760392207	2.6942346454684554
200						9.602377959992737	4.7113572758270665	39.16558071754364	0.8667140799747596
235						0.640981805510819	4.309613633214645	43.412317533762184	3.2641935189963784
50m						16.934701897786	0.6089984109634125	19.833626234980482	0.3592909972063402
100						14.728828991763294	0.6549857971413048	25.232172294998154	0.3637420503655046
120						15.743326669675298	1.6358453299228473	29.152500477774154	1.031681942919911
150						13.162713191239163	2.7882397392215057	35.78666760392207	2.6942346454684554
200						9.602377959992737	1.6557807949929337	39.16558071754364	0.8667140799747596
235						0.640981805510819	6.164747171143928	43.412317533762184	3.2641935189963784
aaa						14.728828991763294	0.654984273240991	25.23217278968358	0.3637413606406889
