aaa

13085.62549,800,
13085.62549,689,
13085.62554,700,
13085.62386,793,
13085.62386,725,
13085.62078,719,
13085.6177,655,
13085.6177,593,
13085.61431,701,
13085.61096,827,
13085.61096,624,
13085.60747,519,
13085.60388,438,
13085.60388,538,
13085.60034,548,
13085.59674,560,
13085.59674,400,
13085.59319,325,
13085.58949,403,
13085.58949,366,
13085.58561,376,
13085.58185,447,
13085.58185,328,
13085.57802,293,
13085.57417,305,
13085.57417,342,
13085.57032,430,
13085.56646,384,
13085.56646,357,
13085.56262,329,
13085.55872,477,
13085.55872,424,
13085.55488,327,
13085.55102,401,
13085.55102,301,
13085.54963,245,
13085.55197,331,
13085.55197,349,
13085.55467,405,
13085.55736,524,
13085.55736,406,
13085.56013,395,
13085.56286,407,
13085.56286,383,
13085.56571,395,
13085.56867,300,
13085.56867,490,
13085.57164,477,
13085.57454,440,
13085.57454,375,
13085.57749,510,
13085.58047,420,
13085.58047,416,
13085.58354,397,
13085.58663,500,
13085.58663,483,
13085.58974,574,
13085.59284,613,
13085.59284,563,
13085.59602,631,
13085.59923,602,
13085.59923,696,
13085.60219,390,
13085.60555,562,
13085.60555,538,
13085.60865,544,
13085.61192,618,
13085.61192,441,
13085.61528,536,
13085.61856,511,
13085.61856,558,
13085.62183,631,
13085.62507,481,
13085.62507,545,
13085.62843,572,
13085.63174,615,
13085.63174,565,
13085.635,623,
13085.63837,545,
13085.63837,787,
13085.64168,717,
13085.64512,727,
13085.64512,846,
13085.64842,892,
13085.65189,1224,
13085.65189,1053,
13085.65539,1221,
13085.65888,1174,
13085.65888,992,
13085.66235,1123,
13085.6657,996,
13085.6657,834,
13085.66921,890,
13085.67271,1017,
13085.67271,896,
13085.67627,962,
13085.67991,678,
13085.67991,598,
13085.68359,656,
13085.68717,693,
13085.68717,651,
13085.69078,552,
13085.69078,741,
13085.69421,877,
13085.69785,795,
13085.69785,829,
13085.70143,915,
13085.70507,852,
13085.70507,869,
13085.70872,618,
13085.71249,670,
13085.71249,757,
13085.71627,783,
13085.72012,641,
13085.72012,611,
13085.72403,576,
13085.72759,799,
13085.72759,672,
13085.73138,593,
13085.73513,507,
13085.73513,347,
13085.73891,368,
13085.74266,479,
13085.74266,472,
13085.74649,483,
13085.75017,318,
13085.75017,390,
13085.75408,347,
13085.75783,349,
13085.75783,287,
13085.76179,293,
13085.76567,335,
13085.76567,323,
13085.76966,313,
13085.77369,266,
13085.77369,259,
13085.77765,246,
13085.78166,237,
13085.78166,257,
13085.78578,230,
13085.78971,208,
13085.78971,223,
13085.79363,293,
13085.79745,269,
13085.79745,164,
13085.80155,154,
13085.80566,145,
13085.80566,134,
13085.80971,206,
13085.8137,177,
13085.8137,124,
13085.81768,148,
13085.82174,142,
13085.82174,112,
13085.82568,141,
13085.82963,148,
13085.82963,135,
13085.83226,120,
13085.83281,156,
13085.83281,124,
13085.83323,114,
13085.83355,125,
13085.83355,171,
13085.83383,88,
13085.83407,93,
13085.83407,104,
13085.83426,135,
13085.83426,107,
13085.83442,93,
13085.83455,122,
13085.83455,147,
13085.83472,80,
13085.83488,84,
13085.83488,70,
13085.83498,81,
13085.83508,106,

